user_id,age,gender,location,occupation,income_level
576,41,F,Jamesbury,Advertising art director,medium
577,26,Other,North Marisaberg,Seismic interpreter,medium
578,38,Other,East Edward,Accommodation manager,high
579,22,F,North Kristin,"Producer, television/film/video",medium
580,36,Other,Toddside,Ergonomist,medium
581,32,F,Phillipstown,Dancer,medium
582,52,M,Howardstad,"Designer, furniture",medium
583,43,Other,Rubenhaven,Health service manager,high
584,37,M,South Shelly,Industrial/product designer,low
585,41,Other,North Katelynshire,Land/geomatics surveyor,low
586,53,F,North Summer,Radio producer,high
587,31,M,South Gregory,Barrister's clerk,medium
588,20,Other,Davidville,Petroleum engineer,medium
589,14,M,Gailville,Banker,low
590,50,Other,West Matthew,IT trainer,medium
591,35,M,Carrollhaven,Counselling psychologist,medium
592,40,M,South Michael,Town planner,high
593,42,Other,South Rhondamouth,Learning disability nurse,low
594,29,F,South Brian,Private music teacher,low
595,27,Other,North Emily,Radio producer,medium
596,36,M,South Maryshire,Aid worker,high
597,36,Other,Jaclynmouth,Advertising account executive,medium
598,15,M,East Erika,Personal assistant,high
599,33,M,Johnsonside,Ship broker,high
600,32,F,North Ryanmouth,Clinical molecular geneticist,low
601,28,F,Williamsfort,Insurance claims handler,medium
602,31,M,Kleinton,Animator,low
603,45,M,Lisamouth,Economist,low
604,27,Other,Port Chad,Minerals surveyor,low
605,57,M,Port Jessica,Diagnostic radiographer,low
606,22,M,Curtisbury,"Programmer, multimedia",medium
607,38,F,Lake Joshua,IT trainer,medium
608,51,Other,Port Larry,Drilling engineer,low
609,13,Other,Anthonybury,"Designer, interior/spatial",high
610,26,M,New Sandraville,Community education officer,low
611,23,F,Stuartbury,"Engineer, water",low
612,18,M,West Tarahaven,Call centre manager,high
613,-10,Other,North Richard,Broadcast presenter,high
614,45,M,Lake Brendastad,Accounting technician,high
615,24,F,Taylorburgh,"Therapist, music",high
616,43,F,Markbury,"Engineer, water",medium
617,23,Other,South Christopher,Corporate investment banker,high
618,55,Other,East Natashaville,Geoscientist,low
619,47,F,Diazview,Press sub,medium
620,33,Other,Chelseyland,"Doctor, hospital",medium
621,29,Other,Humphreyfurt,Marketing executive,high
622,42,Other,Hollychester,English as a foreign language teacher,high
623,56,F,Hatfieldville,Private music teacher,high
624,21,Other,Stephenshire,Clinical embryologist,high
625,36,M,Valentineton,"Administrator, sports",medium
626,49,Other,East Marissa,Pathologist,low
627,28,F,South Isaac,Make,high
628,39,M,Amyborough,Licensed conveyancer,low
629,26,F,North Eric,Chartered public finance accountant,high
630,49,F,Tracybury,"Engineer, biomedical",low
631,25,M,Geraldville,Office manager,high
632,56,Other,Walkerborough,Tax inspector,low
633,25,Other,Reginachester,Food technologist,medium
634,49,Other,Thomasville,Horticultural therapist,medium
635,51,F,North Sarahtown,Educational psychologist,low
636,25,Other,South Zachary,"Engineer, structural",low
637,49,Other,South Andrewborough,"Engineer, energy",high
638,55,M,Rhodesstad,Television production assistant,medium
639,59,Other,West Kimberly,"Clinical scientist, histocompatibility and immunogenetics",low
640,46,F,New Richardton,"Investment banker, operational",high
641,38,F,Scottfort,Nature conservation officer,medium
642,60,F,Lake Patrick,Quarry manager,high
643,42,M,Lesliehaven,Barrister's clerk,low
644,20,M,East Andrewburgh,Community arts worker,medium
645,47,F,Littlemouth,Educational psychologist,low
646,53,M,Lake Melissahaven,"Copywriter, advertising",high
647,42,Other,West Josephstad,Solicitor,high
648,45,Other,Gutierrezview,"Engineer, manufacturing systems",medium
649,10,F,Loristad,"Production designer, theatre/television/film",low
650,50,Other,New Bryanberg,"Engineer, building services",medium
651,55,M,Robintown,Stage manager,low
652,24,M,Combsmouth,Magazine features editor,high
653,45,F,Parksview,Occupational psychologist,high
654,35,Other,North Amandaville,Electrical engineer,low
655,35,F,South Cindyhaven,"Nurse, children's",medium
656,23,Other,Lake Nicole,Systems analyst,medium
657,48,Other,North Ryan,Magazine features editor,high
658,39,Other,Simpsonton,Counsellor,medium
659,44,F,Patriciabury,Tourism officer,high
660,55,F,East Robertburgh,Speech and language therapist,medium
661,40,M,Johnton,Magazine journalist,high
662,24,Other,Brownburgh,Adult guidance worker,medium
663,43,Other,Cameronborough,"Engineer, materials",high
664,25,Other,Clarkland,"Merchandiser, retail",medium
665,42,F,South Anthony,Musician,medium
666,31,M,South Nathaniel,Publishing rights manager,high
667,55,Other,Elizabethtown,Probation officer,medium
668,37,M,New Anne,Immigration officer,low
669,72,F,Donnatown,Barrister,low
670,38,Other,North Brianfort,Chief Technology Officer,medium
671,35,Other,Hendersonchester,Careers information officer,high
672,12,Other,Cooperstad,"Therapist, speech and language",medium
673,35,M,Port Richard,Charity fundraiser,medium
674,30,Other,Melissaside,Media buyer,low
675,39,F,West Michaelview,Regulatory affairs officer,medium
676,31,Other,Grayfort,Stage manager,low
677,70,M,West Jonathanmouth,Civil Service fast streamer,high
678,16,Other,Muellerfort,Local government officer,low
679,16,F,Justinfort,Clinical cytogeneticist,medium
680,34,Other,Weissside,"Engineer, broadcasting (operations)",medium
681,18,Other,North Brian,"Secretary, company",high
682,23,M,Josephhaven,Games developer,medium
683,38,M,Lake Mindy,"Engineer, drilling",high
684,58,Other,West Catherinetown,"Psychotherapist, dance movement",medium
685,50,M,Keithstad,"Physicist, medical",low
686,25,F,Lake Jeffreyfurt,Cabin crew,high
687,50,Other,Port Eric,Research scientist (physical sciences),low
688,57,F,Lintown,"Engineer, manufacturing",high
689,41,F,Jonesport,Science writer,high
690,37,M,Jennifertown,Telecommunications researcher,high
691,37,F,Weberton,Microbiologist,low
692,36,F,Huangfurt,Building surveyor,medium
693,32,M,Angelaville,Restaurant manager,low
694,7,F,Anthonyport,Writer,high
695,20,F,Port Stephanie,Pensions consultant,low
696,31,Other,Ramirezchester,Chief Executive Officer,high
697,42,F,Dunnport,Sports therapist,medium
698,46,M,Port Cynthia,Analytical chemist,high
699,58,M,Lake Judithberg,"Engineer, civil (contracting)",low
700,30,M,Thomastown,"Surveyor, building control",medium
701,54,Other,Brownton,"Education officer, community",low
702,63,Other,Meyersberg,General practice doctor,low
703,41,M,North Reneestad,Astronomer,low
704,39,F,Timothystad,Holiday representative,high
705,22,F,Vanessaton,Mechanical engineer,low
706,68,M,New Heidiview,Research scientist (physical sciences),low
707,40,Other,Lake Sean,Clinical embryologist,medium
708,21,F,Crossbury,Sports development officer,high
709,28,Other,Aaronport,Counsellor,medium
710,27,F,Pamelastad,Museum/gallery curator,low
711,45,F,North Steven,Air traffic controller,low
712,23,Other,Barbaraburgh,Operational investment banker,medium
713,36,Other,North Kimberly,Software engineer,low
714,40,F,Keithshire,Seismic interpreter,high
715,71,Other,Danachester,Sports coach,medium
716,33,F,East Richard,Maintenance engineer,low
717,34,Other,Kellychester,Banker,high
718,16,F,Lake Phillip,Dietitian,high
719,13,M,Port Danielside,Adult guidance worker,high
720,54,M,Johnfort,Ceramics designer,medium
721,42,F,East Rodneyberg,"Scientist, water quality",high
722,29,Other,West Jeremyhaven,"Engineer, drilling",low
723,40,M,Lake Erin,"Psychologist, educational",low
724,39,Other,Nancyville,Sports administrator,high
725,36,Other,Christopherchester,Interior and spatial designer,high
726,36,Other,Sarafort,Chief of Staff,low
727,21,F,East Ronaldstad,Paediatric nurse,low
728,46,Other,North Victoriaville,Tree surgeon,low
729,41,Other,Danielfurt,Estate manager/land agent,low
730,14,Other,New Andreamouth,"Geneticist, molecular",high
731,32,F,West Sarahfort,Hospital pharmacist,low
732,54,F,Port Kimberlyborough,Building control surveyor,medium
733,52,F,Jenniferport,Art gallery manager,high
734,39,Other,Brianfurt,"Engineer, site",medium
735,53,M,East Donna,Theme park manager,medium
736,67,Other,East Richardport,"Teacher, English as a foreign language",medium
737,16,Other,Port Chelseastad,Chief Marketing Officer,high
738,57,Other,South Leroyhaven,Trading standards officer,low
739,7,Other,Edwardschester,Estate manager/land agent,low
740,9,M,Kylestad,Veterinary surgeon,low
741,15,M,Port Claudiabury,Metallurgist,low
742,49,M,East Jeremy,Nature conservation officer,medium
743,10,Other,Acostaton,Musician,medium
744,20,M,North Donnaborough,Maintenance engineer,low
745,14,Other,New Kenneth,"Development worker, international aid",high
746,5,M,New Brett,"Loss adjuster, chartered",high
747,48,M,Millerport,Local government officer,medium
748,37,M,Jenniferfort,"Engineer, communications",low
749,20,Other,North Elizabeth,Medical illustrator,medium
750,44,F,New Anthonyberg,Occupational therapist,low
751,27,Other,Christopherbury,Chartered accountant,low
752,58,Other,East Heather,Product/process development scientist,medium
753,19,F,South Michaeltown,Educational psychologist,high
754,41,Other,Blakeborough,"Engineer, civil (consulting)",low
755,38,Other,Alishire,Catering manager,high
756,46,Other,Lake Carolynport,"Programmer, systems",low
757,46,F,Benjaminmouth,Charity officer,medium
758,35,Other,Matthewbury,"Investment banker, corporate",low
759,64,F,Brownchester,Insurance claims handler,high
760,38,M,Lake Jennifer,Equities trader,high
761,35,M,Reyesstad,Barrister,low
762,30,F,West Deanna,"Chemist, analytical",low
763,39,F,Michaelchester,Chartered accountant,low
764,22,M,North Vincentmouth,"Surveyor, commercial/residential",low
765,38,M,North Crystal,Glass blower/designer,high
766,20,F,West Michaelmouth,Aeronautical engineer,high
767,34,F,Wendyton,Nutritional therapist,medium
768,40,F,West Kaylafort,Copy,high
769,26,Other,Yvonnefurt,Graphic designer,high
770,57,F,Gibbsburgh,Theme park manager,medium
771,28,F,Weberborough,Diagnostic radiographer,high
772,36,F,North Troy,Chief Operating Officer,high
773,30,F,West Vincent,Careers information officer,medium
774,53,F,New Jennifer,Chartered management accountant,high
775,38,F,Ashleyview,Actor,medium
776,17,Other,East Haley,Emergency planning/management officer,medium
777,45,F,Lake Jacobview,Community education officer,low
778,37,F,Keithburgh,Bonds trader,high
779,25,Other,Michelleport,"Conservator, furniture",medium
780,58,M,North Charlesburgh,Theme park manager,high
781,29,M,Davidville,"Doctor, hospital",low
782,28,F,Hughesmouth,Geophysicist/field seismologist,medium
783,35,M,Nicolehaven,Photographer,high
784,32,F,Burtonfurt,"Surveyor, hydrographic",medium
785,55,M,Lake Grant,Publishing copy,high
786,14,M,New Ryan,"Surveyor, commercial/residential",medium
787,51,M,East Evan,Chartered public finance accountant,medium
788,73,Other,New Miranda,Toxicologist,high
789,31,Other,North Donnabury,Recycling officer,low
790,28,F,Garyland,Health and safety inspector,low
791,24,M,Edwardsfurt,Best boy,high
792,28,M,South Cindy,"Journalist, newspaper",medium
793,35,Other,Port Erin,"Designer, interior/spatial",high
794,56,F,East Jason,Pensions consultant,low
795,28,Other,Port Michaelfort,Research scientist (life sciences),medium
796,31,M,Tinastad,"Nurse, adult",high
797,35,F,Simonburgh,"Administrator, arts",high
798,24,F,North Spencerberg,Clinical molecular geneticist,low
799,6,M,Hubbardview,"Pharmacist, hospital",medium
800,20,Other,North Seth,Human resources officer,high
801,42,Other,Lake Juan,Comptroller,high
802,43,F,Sheafurt,Emergency planning/management officer,low
803,41,M,Lake Kellytown,Electronics engineer,medium
804,24,Other,Lake Mary,Regulatory affairs officer,low
805,33,Other,New Brenda,Passenger transport manager,high
806,26,F,Jorgefurt,"Physicist, medical",medium
807,49,M,West Jacob,Data scientist,high
808,22,M,Reginaview,Outdoor activities/education manager,low
809,22,M,Michellefurt,Video editor,high
810,59,F,North Haroldborough,Fast food restaurant manager,high
811,32,M,South Corey,Insurance account manager,low
812,30,M,Lake Jasontown,"Production designer, theatre/television/film",high
813,54,F,Lake James,Systems developer,high
814,56,Other,South Alanfort,Town planner,medium
815,29,M,Peterbury,Planning and development surveyor,high
816,16,M,Shannonview,Press photographer,medium
817,22,Other,South Mitchell,"Designer, television/film set",low
818,48,F,Victoriaside,Adult guidance worker,medium
819,48,F,Brownfort,"Exhibitions officer, museum/gallery",high
820,-7,F,Port Larry,Trade union research officer,low
821,45,M,East Stacie,"Engineer, structural",high
822,41,Other,Pearsonchester,"Horticulturist, amenity",high
823,37,Other,New Ryanmouth,Education administrator,medium
824,39,Other,North Michaelchester,Seismic interpreter,medium
825,24,M,Andrewborough,Video editor,low
826,45,M,Garciaport,Transport planner,low
827,50,M,Walkerfort,Air broker,high
828,34,M,Hobbsview,Fitness centre manager,high
829,57,F,Tanyaport,Private music teacher,low
830,35,Other,Curtismouth,Airline pilot,high
831,31,F,Ericberg,International aid/development worker,medium
832,23,Other,Lake Jacksonfurt,"Doctor, general practice",high
833,23,Other,West Crystal,"Accountant, chartered management",medium
834,30,F,Diazfort,"Production designer, theatre/television/film",low
835,13,F,Manuelland,Educational psychologist,high
836,43,M,North Elizabeth,Haematologist,high
837,32,Other,New Monica,"Administrator, sports",high
838,46,M,Jamietown,Midwife,high
839,32,M,East Janehaven,Advertising account planner,high
840,16,M,East Michaelmouth,International aid/development worker,low
841,56,M,New Melinda,"Scientist, physiological",medium
842,30,F,Mathewsside,Mining engineer,medium
843,54,M,North Johnburgh,Manufacturing systems engineer,low
844,18,Other,Gardnerburgh,Mining engineer,high
845,17,Other,Reedside,Personnel officer,low
846,33,F,Chelseaton,"Engineer, maintenance",medium
847,47,Other,Robertland,"Engineer, structural",high
848,41,M,Bakermouth,"Psychotherapist, child",low
849,82,M,Port Catherinemouth,Forensic psychologist,medium
850,48,M,South Ethanbury,Merchant navy officer,high
851,30,M,Meganfort,Camera operator,high
852,27,Other,Port Heatherbury,Ceramics designer,medium
853,15,Other,Hayesfurt,IT consultant,low
854,39,F,North Cheryl,Merchant navy officer,high
855,48,M,Chadshire,Production engineer,low
856,31,F,Port James,Agricultural consultant,medium
857,15,F,South Michaelchester,Water engineer,medium
858,11,Other,Port Jeremy,Press photographer,medium
859,55,Other,Port Ryan,Ecologist,medium
860,36,M,Walkershire,Patent examiner,high
861,34,Other,South Paulstad,"Engineer, control and instrumentation",low
862,27,M,New Markview,Transport planner,high
863,69,F,Ingramport,Environmental education officer,low
864,33,Other,North Vincentmouth,Animal technologist,low
865,37,F,Lake Jessicabury,"Doctor, general practice",medium
866,27,M,Millermouth,English as a foreign language teacher,low
867,53,F,Jacksonmouth,Insurance risk surveyor,low
868,55,F,Garyfurt,Insurance claims handler,low
869,25,M,Lynnville,Patent attorney,medium
870,43,F,South Melissaland,Fish farm manager,medium
871,36,M,East Cynthiaburgh,Restaurant manager,low
872,29,F,West Maryhaven,"Psychologist, forensic",medium
873,52,M,Lake Franciscoview,Information systems manager,high
874,30,Other,South Susan,Leisure centre manager,medium
875,61,Other,New Jorge,Press photographer,medium
876,24,Other,West Charlesbury,Immunologist,medium
877,57,Other,East Amber,Glass blower/designer,low
878,38,M,Townsendhaven,Nature conservation officer,low
879,23,Other,Walkerstad,Radio broadcast assistant,medium
880,26,Other,New Virginia,"Optician, dispensing",high
881,39,F,Millerchester,Dentist,low
882,32,Other,Stephenmouth,Hotel manager,low
883,41,F,Joelchester,Legal secretary,high
884,22,Other,East Stephentown,"Accountant, chartered certified",medium
885,47,F,South Elizabeth,Nutritional therapist,medium
886,42,Other,Bakerland,IT consultant,low
887,42,F,South Sabrinamouth,Seismic interpreter,medium
888,26,Other,Williamsmouth,"Scientist, research (maths)",low
889,45,M,South Heidi,"Clinical scientist, histocompatibility and immunogenetics",medium
890,39,Other,East Louisport,Database administrator,high
891,15,F,North Moniquebury,Company secretary,low
892,40,M,South Carolmouth,Public affairs consultant,high
893,34,Other,Crystalbury,Insurance broker,low
894,42,M,Millerhaven,Arts administrator,low
895,21,Other,Millermouth,Photographer,low
896,15,Other,Lake Cynthia,Actuary,low
897,33,M,Rodgersburgh,"Producer, television/film/video",low
898,21,M,Lake Bryanshire,Landscape architect,low
899,43,Other,Larsontown,Local government officer,high
900,38,F,North Ariel,Fashion designer,low
901,52,Other,Taraborough,Herpetologist,medium
902,12,Other,Shieldsmouth,Software engineer,low
903,52,Other,South Jessicaberg,Hydrogeologist,low
904,34,Other,Torresstad,Theatre stage manager,medium
905,22,M,Cassandrachester,Technical author,high
906,50,M,Watsonport,Broadcast presenter,medium
907,19,M,Ashleyfurt,"Conservation officer, historic buildings",low
908,55,Other,Lake Claudia,Chartered public finance accountant,high
909,39,M,Pottershire,Legal executive,high
910,66,Other,Sandraville,Occupational psychologist,high
911,37,M,New Monicaport,"Buyer, industrial",low
912,44,F,New Melissa,"Social research officer, government",medium
913,23,F,New Sergioside,"Geologist, wellsite",low
914,22,Other,New Jefferyport,Sales executive,medium
915,30,F,Ashleyborough,Multimedia specialist,medium
916,25,Other,Port Michaelmouth,"Engineer, electrical",high
917,19,Other,Taylorstad,Oncologist,medium
918,24,Other,Carolynfort,Trading standards officer,high
919,26,M,Darrenshire,Retail merchandiser,high
920,37,M,East Tylerton,Hospital pharmacist,high
921,33,M,Lake Michael,Broadcast presenter,low
922,54,Other,Mclaughlinport,Research scientist (physical sciences),high
923,36,Other,Lake Josephfort,Chartered legal executive (England and Wales),low
924,34,F,Port Kristinashire,Environmental manager,high
925,32,Other,New Thomas,Osteopath,low
926,46,M,East Nathanielville,Chief Financial Officer,high
927,22,F,New Pamelaburgh,Automotive engineer,low
928,25,F,Lake Markville,Fisheries officer,medium
929,35,Other,Erikburgh,Aid worker,medium
930,38,M,West David,Location manager,high
931,38,M,West Jacob,"Development worker, international aid",medium
932,28,M,North Louisfort,Claims inspector/assessor,medium
933,35,Other,Mclaughlinbury,Race relations officer,medium
934,11,M,Brownberg,Financial planner,medium
935,56,F,South Carmenville,"Horticulturist, commercial",medium
936,51,Other,North Cody,Geophysical data processor,low
937,28,F,North Kimberly,"Social research officer, government",low
938,52,M,Nicholasborough,Database administrator,medium
939,63,F,West Kylebury,IT sales professional,low
940,36,F,South Nancy,Adult guidance worker,low
941,36,Other,East Laurenmouth,Naval architect,high
942,34,M,Johnsonshire,Geophysical data processor,medium
943,58,M,North Robert,Speech and language therapist,low
944,63,Other,New Krystal,Secretary/administrator,low
945,23,F,Cochranside,Police officer,high
946,27,Other,North Chadfurt,Translator,low
947,6,M,New Michael,"Therapist, drama",medium
948,54,M,East Kevinview,Museum/gallery curator,high
949,15,F,Nicoleview,"Nurse, adult",high
950,55,M,Lake Emily,Hydrographic surveyor,high
951,39,Other,Heatherland,Chiropractor,medium
952,59,F,Watkinschester,"Engineer, energy",high
953,36,Other,Robertstad,Company secretary,low
954,28,F,Gardnerstad,Arboriculturist,high
955,7,F,Donaldmouth,Fine artist,high
956,45,Other,East Carriechester,Financial controller,high
957,27,M,West Andrew,Banker,high
958,35,F,Port David,Dispensing optician,high
959,55,M,West Michael,Legal secretary,high
960,41,Other,Michaelstad,"Journalist, broadcasting",high
961,28,Other,Patrickmouth,Health physicist,medium
962,34,F,Ginaport,"Administrator, sports",low
963,24,Other,Port Kayla,Product designer,low
964,31,M,Terrymouth,Building services engineer,low
965,37,M,Robinville,"Biochemist, clinical",high
966,9,F,Stanleyborough,Statistician,high
967,24,M,Port Tracy,Hydrogeologist,medium
968,35,Other,Vanessaport,Print production planner,medium
969,49,Other,Lorihaven,Surgeon,high
970,21,Other,Phillipport,Physiological scientist,low
971,35,M,Lake Johnberg,Police officer,medium
972,44,F,Lake Amanda,Metallurgist,high
973,48,F,Kinghaven,Clinical molecular geneticist,low
974,44,Other,Williamport,Estate manager/land agent,medium
975,66,M,New Sandrafurt,Accounting technician,medium
976,54,M,Jayborough,"Engineer, water",high
977,5,M,Jonesview,Risk manager,medium
978,40,Other,Lake Christopher,Magazine features editor,high
979,12,Other,Marcoborough,Set designer,medium
980,49,M,Lake Karenmouth,Commercial art gallery manager,low
981,42,F,Port Dakotahaven,Careers adviser,low
982,50,F,Lake Autumn,Herpetologist,medium
983,28,F,South Ethan,Minerals surveyor,high
984,36,F,Calderonside,Theatre director,high
985,23,F,Floreston,Printmaker,high
986,43,M,Kramerville,Museum/gallery conservator,low
987,18,M,Lake Jessica,"Administrator, education",medium
988,17,M,Allenton,Animator,low
989,41,F,Davisburgh,Set designer,low
990,65,F,North Samuelbury,Psychiatric nurse,medium
991,37,F,Bakerfort,Field seismologist,medium
992,22,F,West Kevinmouth,"Surveyor, commercial/residential",high
993,14,F,Hillland,Research scientist (maths),medium
994,19,M,Yvetteview,Photographer,medium
995,10,F,Riveraton,"Engineer, technical sales",medium
996,43,Other,Victoriafort,Transport planner,low
997,66,M,New Susanport,"Scientist, research (life sciences)",high
998,16,Other,Clarkside,Outdoor activities/education manager,medium
999,26,F,Cameronfurt,"Pharmacist, hospital",high
1000,27,F,Mariabury,Clinical biochemist,medium
